ACCOUNTNO	NAMEADDRID	NAMETYPE	NAME	CAREOF	ADDRESS1	ADDRESS2	CITY	STATE	ZIPCODE	PARCELNB	MHSPACE	PARCELSEQ	AREAID	ACCTTYPE	BUSINESSNAME	MAPNO	BORDERINGCOUNTY	BACODE	LAGENT	STREETNO	EXTENT	DIRECTION	STREETNAME	DESIGNATION	DIRECTIONSUFFIX	SUFFIX	UNITNUMBER	LOCCITY	ZIPCODE	LEGAL	APRDIST	BA_OWNER_ID	BA_LOCATION	LANDSQFT	SUBCODE	SUBNAME	CONDOCODE	CONDONAME	SALEP	SALEDT	DOCFEE	DEEDTYPE	BLOCK	LOT	CONDOUNIT	BOOK	PAGE	RECEPTION_NO	MILL_LEVY	CLASSCD1	CLASSCD1_DESC	CLASSCD2	CLASSCD2_DESC	CLASSCD3	CLASSCD3_DESC	CLASSCD4	CLASSCD4_DESC	CLASSCD5	CLASSCD5_DESC	TAXYEAR	LANDACT	IMPACT	LANDASD	IMPASD	ACRES	SQFT	UNITS	CUR_TAX	CUR_FEE	CUR_INT	CUR_PAY	CUR_BAL	LST_TAX	LST_FEE	LST_INT	LST_PAY	LST_BAL
R026260			UNITED STATES OF AMERICA				WASHINGTON	DC	20013	132727400002		R026260	021					00000												 Subd: METES & BOUNDS 75 ALL 315.66 ACRES NE4NW4,N2NE4,SE4NE4,NE4SE4 OF SEC 27 T2N R75 W2NW4,NW4SW4 SEC 26 T2N R75	3			0.00	9020	METES & BOUNDS 75 ALL			0	09/19/2001		GWD						2001-009734	44.263000	9119	FEDERAL LAND									2015	14990	0	4350	0	315.66	0	0										
R026170			DOPPS, MARK A			555 N MCLEAN BLVD STE 100	WICHITA	KS	67203-5847	118920200003		R026170	029					00000		008700			HWY125							 Subd: METES & BOUNDS 77 ALL 108.38 ACRES PT OF W2NW4, PT OF SE4NW4, ALL SW4NE4 S20 T3N R77 73.38 ACRES VACANT LAND	5			0.00	9050	METES & BOUNDS 77 ALL			0	07/31/1991		WD							44.263000	1112	IMPRVD SINGLE FAMILY LAND	1212	SINGLE FAMILY BUILDING							2015	124850	117350	9940	9340	108.38	0	0										
R026161			STILLWATER CREEK LIMITED LIABILITY CO			2318 S COUNTY ROAD 9	LOVELAND	CO	80537-8719	119121400006		R026161	114																	 Subd: METES & BOUNDS 76 ALL 319.187 AC E2SW4 LESS S 100FT SE4SW4 W2SE4,SE4NW4,SE4SE4 SEC 21 W2SW4 SEC 22 T3N R76 PARCELS D,E HARPER OUTREX SEC 21 T3N R76	4			0.00	9030	METES & BOUNDS 76 ALL			0	12/01/1993		WD							39.801000	4147	DRY GRAZE	4137	MEADOW LAND							2015	9340	0	2710	0	319.187	0	0										
R026200			WALDEN HOLLOW RANCH LP			313 PROSPECT DR	CASTLE ROCK	CO	 801089024	132732100003		R026200	114					00000												 Subd: METES & BOUNDS 75 ALL 130.99 ACRES H E 260 BEING PT SEC 28, SEC 29 & SEC 32 T2N R75	3			0.00	9020	METES & BOUNDS 75 ALL			0	10/23/2009		AGR						2009010516	39.801000	4147	DRY GRAZE									2015	1700	0	490	0	130.99	0	0										
R028193			JONES, SUSAN PEARL TRUST & JONES, JACK D		TRUST & JONES, SUSAN P	7731 N BARCUS AVE	FRESNO	CA	93722-2366	158718100018		R028193	065							075487			USHWY40							 Subd: METES & BOUNDS 75 ALL 174.823 AC+/-, 85.853 AC IN NE4, 4.29 AC IN NE4NW4, NE4SE4, 24.68 AC IN NW4SE4, E2SE4SE4 SEC 18, T1S R75W LYING EASTERLY OF RR ROW	1			0.00	9020	METES & BOUNDS 75 ALL			0	01/03/1996		WD							45.921000	4279	AGRICULTURAL OUTBUILDINGS	4277	AGRICULTURAL RESIDENCE	4147	DRY GRAZE					2015	2260	32350	660	4750	174.823	0	0										
R028060			BULKLEY, ANNE COLEMAN VAN STONE &	FRANK, & FRANK III & KELLY JANE & ROSS &, et al.		1100 E RADCLIFF AVE	ENGLEWOOD	CO	80113-5957	158731200055		R028060	027					00000												 Subd: METES & BOUNDS 75 ALL 160.01 ACRES SE4NW4,E2SW4, LOT 4 SEC 31 T1S R75	1			0.00	9020	METES & BOUNDS 75 ALL			0	01/22/2013		D						2013000746	45.921000	4137	MEADOW LAND	4147	DRY GRAZE							2015	10680	0	3100	0	160.01	0	0										
R028183			CORNERSTONE WINTER PARK HOLDINGS LLC			PO BOX 30	WINTER PARK	CO	80482-0030	158729200138		R028183	078															FRASER	80442	 Subd: METES & BOUNDS 75 ALL 183.7 AC+/- IN SEC 29, T1S, R75W 183.7 AC N2SW4 & ALL OF NW4 LYING SOUTH OF RR ROW DESC AT B/455 P/033 LESS 1.48 AC DESC AT REC 98003968 SEC 29 T1S R75W	1			0.00	9020	METES & BOUNDS 75 ALL			0	05/03/2004		GWD						2004-005326	89.192000	4147	DRY GRAZE	4137	MEADOW LAND							2015	8010	0	2320	0	551.1	0	0										
R028050			BULKLEY, ANNE COLEMAN &		DALGARNO, LAURA LOUISE BULKLEY	PO BOX 73	FRASER	CO	80442-0073	158730300054		R028050	065					00000		002167			CORD72							 Subd: METES & BOUNDS 75 ALL 159.43 ACRES LTS 1-3 SEC 31, LOT 4 SEC 30 T1S R75 LESS CO RD ROW	1			0.00	9020	METES & BOUNDS 75 ALL			0	01/22/2013		D						2013000746	45.921000	4277	AGRICULTURAL RESIDENCE	4279	AGRICULTURAL OUTBUILDINGS	4137	MEADOW LAND	4147	DRY GRAZE			2015	9710	180710	2820	16390	159.43	0	0										
R028191			JONES, SUSAN PEARL TRUST & JONES, JACK D		TRUST & JONES, SUSAN P	7731 N BARCUS AVE	FRESNO	CA	93722-2366	158717100017		R028191	065																	 Subd: METES & BOUNDS 75 ALL 160 ACRES E2NW4 & W2NE4 SEC 17 T1S R75W	1			0.00	9020	METES & BOUNDS 75 ALL													45.921000	4137	MEADOW LAND	4147	DRY GRAZE							2015	44670	0	12960	0	160	0	0										
R028194			JONES, SUSAN PEARL TRUST & JONES, SUSAN		PEARL & STRICKLIN & SWIFT & JONES & JONE	7731 N BARCUS AVE	FRESNO	CA	93722-2366	158717200019		R028194	065																	 Subd: METES & BOUNDS 75 ALL 117.427 AC+/-, W2NW4 SEC 17, PT OF E2NE4 SEC 18, ALL IN T1S R75W	1			0.00	9020	METES & BOUNDS 75 ALL			0	06/19/2012		STM						2012004537	45.921000	4147	DRY GRAZE									2015	2720	0	790	0	117.427	0	0										
R028143			HURD CREEK RANCH CO			PO BOX 516	TABERNASH	CO	80478-0516	158704100018		R028143	065																	 Subd: METES & BOUNDS 75 ALL 500.46 AC, LOTS 1 & 2, 117.82 AC IN S2NE4, 59.07 AC IN SE4NW4, 83 AC IN N2SW4, 27.29 AC IN NW4SE4, 15.74 AC IN NE4SE4 SEC 4, 80 AC IN N2SE4 LESS 2.68 AC CO RD ROW SEC 5, DESC B/464 P/176, CONVEYED B/253 P/759 LESS ALL PLATTED OR SOLD TRACTS INCL B/227 P/745 & B/287 P/383 LESS 4.13 AC ROW FOR ENGLEWOOD, LESS 3.73 AC CO RD ROW, ALL LYING IN T1S R75W	1			0.00	9020	METES & BOUNDS 75 ALL			0	12/21/1978		QC							45.921000	4147	DRY GRAZE									2015	6110	0	1770	0	500.46	0	0										
R028031			COLORADO MOUNTAIN RESORTS INVESTORS LLC			PO BOX 750	TABERNASH	CO	80478-0750	158706300006		R028031	028																	 Subd: METES & BOUNDS 75 ALL 101.14 ACRES 3.40 AC IN LOT 6 40.54 AC IN E2SW4 43.23 AC IN W2SE4 13.97AC E2SE4 S6 T1S R75 DESC B/476 P/466	1			0.00	9020	METES & BOUNDS 75 ALL			0	12/22/2008		EAS						2008011884	53.017000	4147	DRY GRAZE									2015	1470	0	430	0	101.14	0	0										
R028361			ONEIL RANCH, LLC			PO BOX 60	FRASER	CO	80442-0060	158914400062		R028361	027							001557			CORD5							 Subd: METES & BOUNDS 76 ALL 141.97 ACRES E2SE4 SEC 14, NE4NE4 SEC 23, 23.79AC NW4W4 SEC 13 T1S R76 BEING ALL THAT PT S OF CO RD 5 LESS 1.82 AC CO RD ROW	1			0.00	9030	METES & BOUNDS 76 ALL			0	11/12/2011		EAS						2011008516	45.921000	4277	AGRICULTURAL RESIDENCE	4279	AGRICULTURAL OUTBUILDINGS	4147	DRY GRAZE	4278	AGRICULTURAL MOBILE HOME			2015	3860	236930	1120	23450	141.97	0	0										
R028343			GOLD MEDAL RANCH, LLC			19 DEVON WOOD	SAN ANTONIO	TX	75257-1210	158925100181		R028343	027							1102			CORD73/ST LOUIS CREEK	RD						 Subd: METES & BOUNDS 76 ALL 486.64 ACRES LT 1(39.39AC) LT 2(39.78AC) E2NW4 & SW4NE4 LESS 4.96 AC RD ROW SEC 30 T1S R75W A 37.16 AC TRACT IN SE4SW4 & SW4SE4 LYNG SW CO RD 73 & 20 AC IN S2SE4SE4 & 6.66 AC BEING E 440 FT OF N2SE4SE4 & 21.55 AC SO OF CO RD 73 LESS 3.21 AC RD ROW IN THE NE4SE4 SEC 24 & NE4 & 53.28 AC IN E2NW4 SEC 25 T1S R76W	1			0.00	9030	METES & BOUNDS 76 ALL			0	07/25/2014		SWD						2014004582	45.921000	4277	AGRICULTURAL RESIDENCE	4137	MEADOW LAND	4279	AGRICULTURAL OUTBUILDINGS	4147	DRY GRAZE	4278	AGRICULTURAL MOBILE HOME	2015	48300	292190	14000	28110	486.64	0	0										
R028266			GRAND COUNTY RANCHES LLC	C/O FANCH COMMUNICATION		PO BOX 750	TABERNASH	CO	80478-0750	158712300142		R028266	035																	 Subd: METES & BOUNDS 75 ALL 2496.3 AC SE4SE4 SEC 10, SE4, E2SW4, SW4SW4 SEC 11, E2 LOT 3, LOT 5, 6 & 8, SW4, S2SE4 SEC 12, ALL SEC 13, ALL SEC 14, E2NE4 SEC 15, NW4NE4, NE4NW4, NE4NE4 SEC 23, NE4NW4, NE4, S2NW4 SEC 24, ALL LESS HIGH LONESOME TRAIL EST SUB EX I & II DESC AT REC 94013609 LESS HIGH LONESOME TRAIL EST EX III & IV DESC AT REC 95009824 LESS THOMPSON OUTRT EX DESC AT REC 98011664 T1S R75W LOT 4, W2SE4SW4 SEC 7, LOT 1, 2, 3, 4, W2NE4NW4 SEC 18, LOT 1, 2, W2E2NW4 SEC 19 T1S R74W	1			0.00	9020	METES & BOUNDS 75 ALL			10595000	10/01/1999		SWD							53.017000	4177	FOREST MANAGEMENT LAND									2015	62810	0	18210	0	2496.3	0	0										
R028267			GRAND COUNTY RANCHES LLC	C/O FANCH COMMUNICATION		PO BOX 750	TABERNASH	CO	80478-0750	158715200143		R028267	027																	 Subd: METES & BOUNDS 75 ALL 767.357 AC, N2SE4, SW4SE4 SEC 10, TRACT IN W2SW4 LYING EAST OF USFS RD 132.2 LESS TRACTS DESC AT REC 94009203, 94009205, 94013299, 94013609 SEC 14, E2W2, W2E2 SEC 15, N2 LESS PARCELS DESC IN SURVEY AT REC 93011794 SEC 22, PT OF W2NW4 LESS PARCELS DESC AT REC 93011142, 93013465, 95009065, 94011664, 93011794 SEC 23 T1S R75W	1			0.00	9020	METES & BOUNDS 75 ALL			0	10/01/1999		WD							45.921000	4279	AGRICULTURAL OUTBUILDINGS	4177	FOREST MANAGEMENT LAND	4277	AGRICULTURAL RESIDENCE					2015	19300	74690	5600	11040	767.357	0	0										
R028322			MURPHY, JAMES LEIGH			PO BOX 72	YESO	NM	88136-0072	158914100229		R028322	065																	 Subd: METES & BOUNDS 76 ALL 249.437 AC+/-, W2NE4 & 37.23 AC IN NE4NE4 & 38.49 AC IN SE4NE4 & 17.17 AC IN NE4NW4 & S2NW4 & 3.75 AC IN NW4NW4 LESS 7.06 CO RD ROW ALL IN SEC 14 & LESS CO RD 5 OUTRT EX DESC AT REC 2001010758, & INCL 0.934 AC OF VAC CO RD 517 DESC AT REC 2002001661 T1S R76W	1			0.00	9030	METES & BOUNDS 76 ALL			0	08/04/1982		QC							45.921000	4277	AGRICULTURAL RESIDENCE	4137	MEADOW LAND	3120	REFINING/MILLING	4279	AGRICULTURAL OUTBUILDINGS	4147	DRY GRAZE	2015	69140	401240	20050	34930	249.437	0	0										
R028300			ROAD 538 LLC			PO BOX 19704	BOULDER	CO	80308-2704	159101300006		R028300	065					00000		001500			CORD538							 Subd: METES & BOUNDS 77 ALL 489.67 ACRES LOTS 5, 6, S2NW4,NE4SW4,W2SW4 SEC 1 LOT 1, 8, S2SE4,SE4NE4 SEC 2 T1S R77	3			0.00	9050	METES & BOUNDS 77 ALL			0	07/27/2010		STM						2010006017	45.921000	4280	ALL OTHER AG IMPROVEMENTS	4137	MEADOW LAND	4147	DRY GRAZE					2015	17900	13060	5190	3790	489.67	0	0										
R028540			MURPHY COLORADO PROPERTIES, LLC	C/O KERRY D MURPHY		10350 DAHLBERG RD	FRANKTOWN	CO	80116-8249	158914300046		R028540	065					00000												 Subd: METES & BOUNDS 76 ALL 220 ACRES E2E2SE4,E2SE4NE4 S15 T1S R76 SW4, LESS 1 SQ FT S14 T1S R76	1			0.00	9030	METES & BOUNDS 76 ALL			0	12/23/2002		WD						2003-000911	45.921000	4277	AGRICULTURAL RESIDENCE	4279	AGRICULTURAL OUTBUILDINGS	4137	MEADOW LAND	4147	DRY GRAZE			2015	28160	242200	8170	25050	220	0	0										
R028490			YMCA OF THE ROCKIES		EXECUTIVE OFFICE	2515 TUNNEL RD	ESTES PARK	CO	80511-9500	159113200008		R028490	035					00000												 Subd: YMCA OF THE ROCKIES 2080 ACRES Quarter: NW S: 11 T: 1S R: 77 Quarter: SE S: 11 T: 1S R: 77 Quarter: SW S: 12 T: 1S R: 77 Sixteenth: NW Quarter: SE S: 12 T: 1S R: 77 Sixteenth: NE Quarter: SE S: 12 T: 1S R: 77 Sixteenth: SW Quarter: SE S: 12 T: 1S R: 77 Quarter: NW S: 13 T: 1S R: 77 Quarter: SW S: 13 T: 1S R: 77 Quarter: NE S: 13 T: 1S R: 77 S: 14 T: 1S R: 77 Quarter: NW S: 23 T: 1S R: 77 Sixteenth: NW Quarter: NE S: 23 T: 1S R: 77 Sixteenth: NE Quarter: NE S: 23 T: 1S R: 77 Sixteenth: SE Quarter: NE S: 23 T: 1S R: 77 Sixteenth: NW Quarter: NW S: 24 T: 1S R: 77 Sixteenth: SW Quarter: NW S: 24 T: 1S R: 77 	3			0.00	2919	YMCA OF THE ROCKIES			0	06/15/2009		DCE						2009005563	53.017000	4177	FOREST MANAGEMENT LAND									2015	52330	0	15180	0	2080	0	0										
R028551			HURD CREEK RANCH CO			PO BOX 516	TABERNASH	CO	80478-0516	158706100002		R028551	065							001167			CORD843							 Subd: METES & BOUNDS 75 ALL 718.93 ACRES 17.96 AC IN LOT 2 60.30 AC IN LOT 3 ALL LT 4, SW4NW4, 46.18AC SE4NW4, 33.69AC SW4NE4, 20.28AC NW4SW4, 14.396AC NE4SW4 ALL N OF CO RD SEC 5 T1S R75 LTS 1-3,S2NE4,9.2AC NE4SE4, 32.12AC LOT 5 54.19AC SE4NW4 SEC 6 T1S R75 10.62AC CO RD ROW DDCTD ALL AS CONVEYED B/253 P/759 LESS TRACTS SOLD OR PLATTED	1			0.00	9020	METES & BOUNDS 75 ALL			0	12/21/1978		QC							45.921000	4277	AGRICULTURAL RESIDENCE	4137	MEADOW LAND	4279	AGRICULTURAL OUTBUILDINGS	4147	DRY GRAZE			2015	101520	393180	29440	38950	718.93	0	0										
R028635			JONES, SUSAN PEARL TRUST & JONES, SUSAN		PEARL & STRICKLIN & SWIFT & JONES & JONE	7731 N BARCUS AVE	FRESNO	CA	93722-2366	158718300017		R028635	065							25780			CORD50/CHURCHPARK	RD						 Subd: METES & BOUNDS 75 ALL 118.338 AC, SE4SW4 LESS SE4SE4SW4, W2SW4SE4 LYING WESTERLY OF US HWY 40 ROW LESS 5 AC DESC IN B/46 P/234 SEC 18, N2NW4 LESS 0.14 AC DESC IN B/478 P/45 LESS COUNTY RD ROW SEC 19, T1S R75W	1			0.00	9020	METES & BOUNDS 75 ALL			0	06/19/2012		STM						2012004537	45.921000	4147	DRY GRAZE									2015	1530	0	440	0	118.338	0	0										
R028571			YOUNG LIFE			PO BOX 520	COLORADO SPRINGS	CO	80901-0520	158921100148		R028571	028							003000			CORD517							 Subd: METES & BOUNDS 76 ALL 950.815 ACRES S2NE4, SE4NW4, E2SE4, SW4SE4 S20, ALL SEC 21, SW4NW4, PT OF NW4SW4 S22, T1S R76W	1			0.00	9030	METES & BOUNDS 76 ALL			0	01/06/2009		QCD						2009000122	53.017000	9259	RELIGIOUS WORSHIP BLDG	9159	RELIGIOUS WORSHIP LAND	9250	RELIGIOUS RESIDENTIAL	9150	RELIGIOUS RESIDENTIAL			2015	4278680	11212270	1239880	2855780	950.815	0	0										
R070451			MCDERMOTT, PETER R & LORI			1 POND DR	ENGLEWOOD	CO	80113-6110	145335400032		R070451	035																	 Subd: METES & BOUNDS 75 ALL 120 ACRES SW4SE4 & N2SE4 SEC 35 T1N R75W	1			0.00	9020	METES & BOUNDS 75 ALL			220000	07/25/2012		WDJT						2012005495	53.017000	0560	VACANT LAND 100 ACRES UP									2015	216000	0	62640	0	120	0	0										
R071035			YMCA OF THE ROCKIES		EXECUTIVE OFFICE	2515 TUNNEL RD	ESTES PARK	CO	80511-9500	158906100174		R071035	035																	 Subd: METES & BOUNDS 76 ALL 151.94 AC THAT PORTION OF LOT 4 LYING WEST OF COUNTY RD 53, SEC 5 NORTHERLY HALF OF LOT 1, ALL OF LOTS 2 & 3, EAST HALF OF LOT 4, SEC 6 ALL IN T1S R76W	3			0.00	9030	METES & BOUNDS 76 ALL													53.017000	4177	FOREST MANAGEMENT LAND									2015	3820	0	1110	0	151.94	0	0										
R071510			BISHOP, CRISTINA RATHKE REVOCABLE TRUST DTD 12/16/14 &	BISHOP, THOMAS REVOCABLE TRUST DTD 12/16/14 &		9162 EASTRIDGE RD	GOLDEN	CO	80403-8361	145335100014		R071510	028					00000												 Quarter: NE S: 35 T: 1N R: 75W 153.72AC 	1			0.00					0	12/19/2014		WD						2015000230	53.017000	4177	FOREST MANAGEMENT LAND									2015	3870	0	1120	0	153.72	0	0										
R070720			FRASER VALLEY METRO REC DISTRICT			PO BOX 3348	WINTER PARK	CO	80482-3348	158904400078		R070720	035		POLE CREEK GOLF COURSE			00000		006827			CORD51/POLECREEK	DR						 Subd: METES & BOUNDS 76 ALL 220.71AC PART SEC 4,5,8,9 T1S R76	1			0.00	9030	METES & BOUNDS 76 ALL			0	08/23/1980		D							53.017000	9245	POLITICAL SUB REC	9145	POLITICAL SUB RECREATION							2015	719130	5290800	208550	1534330	220.71	0	0										
R072290			DAXTON, JAMES C			PO BOX 447	FRASER	CO	80442-0447	000000000000		R072290	035					00000												 Subd: SEVERED MINERAL RIGHTS 1/2 INT IN SEVERED MINERAL RIGHTS TO 360 AC TOTAL W2NW4 S23 T1S R76 NE4, NE4SE4, E2NW4, NW4NW4 S22 T1S R76 RESERVED B/176 P/384	3			0.00	9920	SEVERED MINERAL RIGHTS			0	04/23/1993		DC							53.017000	5170	SEVERED MINERAL INTEREST									2015	1080	0	310	0	180	0	0										
R072222			UNITED STATES OF AMERICA		USDA FOREST SERVICE - ARAPAHO	PO BOX 25127	DENVER	CO	80225-0127	158711100073		R072222	035																	 Subd: METES & BOUNDS 75 ALL 160 ACRES N2NE4,SW4NE4 SEC 11, NW4NW4 SEC 12 T1S R75	1			0.00	9020	METES & BOUNDS 75 ALL			0	12/05/1989		GWD							53.017000	9119	FEDERAL LAND									2015	720000	0	208800	0	160	0	0										
R074882			UNITED STATES OF AMERICA		USDA FOREST SERVICE - ARAPAHO	PO BOX 25127	DENVER	CO	80225-0127	158725100038		R074882	035																	 Subd: METES & BOUNDS 75 ALL SEC 25, T1S, R75W & SEC 19, 30, 31, T1S, R74W 1155.42 AC IN SE4, S2NE4, S2SW4, NE4SW4 SEC 25 T1S R75W & LOTS 3 & 4, E2E2NW4, E2SW4 SEC 19 & LOTS 1-4, E2W2 SEC 30 & LOTS 1-4, E2W2 SEC 31 T1S R74W	1			0.00	9020	METES & BOUNDS 75 ALL													53.017000	9119	FEDERAL LAND									2015	20800	0	6030	0	1155.42	0	0										
R082000			SAUERBIER FAMILY, LLC	C/O HANS WALTER HELLBERG		143 UNION BLVD STE 550	LAKEWOOD	CO	80228-1896	158915400048		R082000	035					00000												 Subd: METES & BOUNDS 76 ALL 140AC W2SE4,W2E2SE4, W2SE4NE4 SEC15 T1S R76	1			0.00	9030	METES & BOUNDS 76 ALL			0	04/04/2012		STM						2012003001	53.017000	1277	NOT AG INTEGRAL RES IMP	1177	NOT AG INTEGRAL RES LAND	4147	DRY GRAZE					2015	10890	25420	1270	2020	140	0	0										
R081840			ROCKY MTN FUEL CO			755 E MULBERRY AVE STE 600	SAN ANTONIO	TX	78212-6013	000000000000		R081840	035					00000												 Subd: SEVERED MINERAL RIGHTS 100 PER CENT INT IN SEV MINERAL RTS ON FOLLOWING DESC PROP 160 AC TTL SE4 S21 T1S R75	1			0.00	9920	SEVERED MINERAL RIGHTS													53.017000	5170	SEVERED MINERAL INTEREST									2015	960	0	280	0	160	0	0										
R081620			ARROWHEAD WINTER PARK INVESTORS LLC &	ARROWHEAD DOUBLE BAR RANCH LLC &		5291 E YALE AVE	DENVER	CO	80222-6911	158734200057		R081620	161					00000										WINTER_PARK	80482	 Subd: METES & BOUNDS 75 ALL 520 ACRES E2SW4, SW4SW4 SEC 35 T1S R75 NW4, N2NE4, SW4NE4, W2SE4, SE4SE4 SEC 34 T1S R75	1			0.00	9020	METES & BOUNDS 75 ALL			0	07/12/2010		LP						2010005547	70.836000	4177	FOREST MANAGEMENT LAND									2015	13080	0	3790	0	520	0	0										
R081850			ROCKY MTN FUEL CO			755 E MULBERRY AVE STE 600	SAN ANTONIO	TX	78212-6013	000000000000		R081850	035					00000												 Subd: SEVERED MINERAL RIGHTS SEVERED MINERAL INTEREST IN LOT 14 AND N2SE4,NE4SW4 SEC6 T1S R76 161.10AC	3			0.00	9920	SEVERED MINERAL RIGHTS													53.017000	5170	SEVERED MINERAL INTEREST									2015	970	0	280	0	161.1	0	0										
R081830			ROCKY MTN FUEL CO			755 E MULBERRY AVE STE 600	SAN ANTONIO	TX	78212-6013			R081830	035					00000												 Subd: SEVERED MINERAL RIGHTS 100 PER CENT INT IN SEVD MINERAL RTS ON FOLLOWING DESC PROPERTY 160 AC TTL SW4NE4,N2SE4,SE4SE4 S23 T1S R77	1			0.00	9920	SEVERED MINERAL RIGHTS													53.017000	5170	SEVERED MINERAL INTEREST									2015	960	0	280	0	160	0	0										
R081117			RAMS CURL RANCH, LLC			PO BOX 750	TABERNASH	CO	80478-0750	158703300145		R081117	035																	 Subd: METES & BOUNDS 75 ALL 674.36 AC, SO PT OF LOT 5, LOT 6, SW4, W2SE4 SEC 3, NW4, NW4NE4, S2NE4 SEC 10, SW4NW4, NW4SW4 SEC 11, T1S R75W	1			0.00	9020	METES & BOUNDS 75 ALL			4268700	11/20/2006		SWD						2006-012507	53.017000	4177	FOREST MANAGEMENT LAND									2015	16970	0	4920	0	674.36	0	0										
R081541			RAMS CURL RANCH, LLC			PO BOX 750	TABERNASH	CO	80478-0750	158703400134		R081541	035																	 Subd: METES & BOUNDS 75 ALL 160 AC E2SE4 SEC 3 NE4NE4 SEC 10 NW4NW4 SEC 11 T1S R75W	1			0.00	9020	METES & BOUNDS 75 ALL			881300	11/20/2006		SWD						2006-012508	53.017000	4177	FOREST MANAGEMENT LAND									2015	4030	0	1170	0	160	0	0										
R080312			COLORADO MOUNTAIN RESORTS INVESTORS LLC			PO BOX 750	TABERNASH	CO	80478-0750	158709400101		R080312	028		DEVILS THUMB RANCH															 Subd: METES & BOUNDS 75 ALL 390.12 AC+/- TRACT, A/K/A TR 1 (39.321 AC), TR 2 (35.361 AC), TR 3 (35.019 AC), TR 4 (35.0 AC), TR 5 (35.009AC), PT OF TR 8 (33.26 AC), TR 8 (35.OAC) LESS PARCEL B (1.74 AC) MCDAVID OUT EX, TR 11 (35.0AC), TR 13 (35.0AC), TR 15 (35.0AC) DEVILS THUMB RANCH SURVEY EXHIBIT B B/212 P/733 & PARCEL A (1.74 AC) MCDAVID OUT EX WHICH LIES IN PT OF SE4 SEC 9 PT OF N2SW4 SEC 10 & PT OF NW4NW4, SW4NW4,NW4SW4 & PT SW4SW4 OF SEC 15 PT N2NE4, PT OF SE4NE4 & PT NE4SE4 SEC 16, ALL IN T1S, R75, DESC AT REC NO 2001-001125 & 2003-003360	1			0.00	9020	METES & BOUNDS 75 ALL			0	10/18/2011		RES						2011007941	53.017000	2215	LODGING BUILDING	2230	SPECIAL PURPOSE BUILDING	2225	RECREATION IMPROVEMENTS	4279	AGRICULTURAL OUTBUILDINGS	2125	IMPRVD RECREATION LAND	2015	287920	18031300	83510	5229080	390.12	0	0										
R083459			APACHE WAY LTD LIABILITY CO	C/O ROBERT ORTEGA		1255 COLLINS AVE APT 206	MIAMI BEACH	FL	33139-4623	158712200103		R083459	035																	 Subd: METES & BOUNDS 75 ALL 141.05 ACRES +/- PARCEL A (DESC AT REC 94009140) W2 OF LOT 3, SE4NW4, E2SW4NW4 SEC 12 T1S R75W PARCEL B (DESC AT REC 94009140) SE4NE4 SEC 11 T1S R75W, W2SW4NW4 SEC 12 T1S R75W	1			0.00	9020	METES & BOUNDS 75 ALL			0	08/16/1994		WD							53.017000	4177	FOREST MANAGEMENT LAND									2015	3550	0	1030	0	141.05	0	0										
R084363			HAMILTON TABERNASH LLC			200 KEARNEY ST	DENVER	CO	80220-5987	158703100099		R084363	035																	 Subd: METES & BOUNDS 75 ALL 462.5 ACRES (78.82 AC) IN LOTS 3 & 4 (132.82AC) LESS S 900 FT OF LTS 3&4 (54AC) SEC 2 T1S R75 LOTS 1-3 SE4NW4, S2NE4 SEC 3 T1S R75	1			0.00	9020	METES & BOUNDS 75 ALL			0	10/26/2010		RES						2010008439	53.017000	4177	FOREST MANAGEMENT LAND									2015	11640	0	3380	0	462.5	0	0										
R084362			BISHOP, CRISTINA RATHKE REVOCABLE TRUST DTD 12/16/14 &	BISHOP, THOMAS REVOCABLE TRUST DTD 12/16/14 &		9162 EASTRIDGE RD	GOLDEN	CO	80403-8361	145335200012		R084362	028																	 Subd: METES & BOUNDS 75 ALL 384AC W2SW4 SEC 25 T1N R75W E2SE4,SW4SE4,SE4SW4 SEC 26 T1N R75W NW4 SEC 35 T1N R75W DES B/287 P/395 & 421	1			0.00	9020	METES & BOUNDS 75 ALL			0	12/19/2014		WD						2015000229	53.017000	4177	FOREST MANAGEMENT LAND									2015	9660	0	2800	0	384	0	0										
R084350			LONESOME HUT LLC	C/O ANDREW MILLER		PO BOX 145	FRASER	CO	80442-0145	145309300004		R084350	035					00000		004201			CORD84							 Subd: METES & BOUNDS 75 ALL 160AC S2SW4 SEC 9 T1N R75W SE4SE4, SEC 8 T1N R75W NE4NE4, SEC 17 T1N R75W DES B/284 P/520	1			0.00	9020	METES & BOUNDS 75 ALL			0	04/29/1998		QCD							53.017000	4277	AGRICULTURAL RESIDENCE	4177	FOREST MANAGEMENT LAND							2015	4030	115100	1170	9160	160	0	0										
