ACCOUNTNO	NAMEADDRID	NAMETYPE	NAME	CAREOF	ADDRESS1	ADDRESS2	CITY	STATE	ZIPCODE	PARCELNB	MHSPACE	PARCELSEQ	AREAID	ACCTTYPE	BUSINESSNAME	MAPNO	BORDERINGCOUNTY	BACODE	LAGENT	STREETNO	EXTENT	DIRECTION	STREETNAME	DESIGNATION	DIRECTIONSUFFIX	SUFFIX	UNITNUMBER	LOCCITY	ZIPCODE	LEGAL	APRDIST	BA_OWNER_ID	BA_LOCATION	LANDSQFT	SUBCODE	SUBNAME	CONDOCODE	CONDONAME	SALEP	SALEDT	DOCFEE	DEEDTYPE	BLOCK	LOT	CONDOUNIT	BOOK	PAGE	RECEPTION_NO	MILL_LEVY	CLASSCD1	CLASSCD1_DESC	CLASSCD2	CLASSCD2_DESC	CLASSCD3	CLASSCD3_DESC	CLASSCD4	CLASSCD4_DESC	CLASSCD5	CLASSCD5_DESC	TAXYEAR	LANDACT	IMPACT	LANDASD	IMPASD	ACRES	SQFT	UNITS	CUR_TAX	CUR_FEE	CUR_INT	CUR_PAY	CUR_BAL	LST_TAX	LST_FEE	LST_INT	LST_PAY	LST_BAL
U202327			BUNGE NORTH AMERICA PC720	C/O INDURANTE & ASSOCIATES		1930 VILLAGE CENTER CIR STE 3-442	LAS VEGAS	NV	89134-6299			U202327	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	100	0	30	0	0	0										
U202327			BUNGE NORTH AMERICA PC720	C/O INDURANTE & ASSOCIATES		1930 VILLAGE CENTER CIR STE 3-442	LAS VEGAS	NV	89134-6299			U202327	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202421			FMC CORP PC521	C/O INDURANTE & ASSOCIATES		1930 VILLAGE CENTER CIR STE 3-442	LAS VEGAS	NV	89134	000000000000		U202421	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	4690	0	1360	0	0	0										
U202421			FMC CORP PC521	C/O INDURANTE & ASSOCIATES		1930 VILLAGE CENTER CIR STE 3-442	LAS VEGAS	NV	89134	000000000000		U202421	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	3310	0	960	0	0	0										
U202421			FMC CORP PC521	C/O INDURANTE & ASSOCIATES		1930 VILLAGE CENTER CIR STE 3-442	LAS VEGAS	NV	89134	000000000000		U202421	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	170	0	50	0	0	0										
U202421			FMC CORP PC521	C/O INDURANTE & ASSOCIATES		1930 VILLAGE CENTER CIR STE 3-442	LAS VEGAS	NV	89134	000000000000		U202421	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1100	0	320	0	0	0										
U202421			FMC CORP PC521	C/O INDURANTE & ASSOCIATES		1930 VILLAGE CENTER CIR STE 3-442	LAS VEGAS	NV	89134	000000000000		U202421	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	8380	0	2430	0	0	0										
U202421			FMC CORP PC521	C/O INDURANTE & ASSOCIATES		1930 VILLAGE CENTER CIR STE 3-442	LAS VEGAS	NV	89134	000000000000		U202421	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	280	0	80	0	0	0										
U202421			FMC CORP PC521	C/O INDURANTE & ASSOCIATES		1930 VILLAGE CENTER CIR STE 3-442	LAS VEGAS	NV	89134	000000000000		U202421	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202459			RAMPART RANGE CORP PC926		PROPERTY TAX DEPT	10211 KIMBERWICK DR	LITTLETON	CO	80125-7942	000000000000		U202459	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	830	0	240	0	0	0										
U202459			RAMPART RANGE CORP PC926		PROPERTY TAX DEPT	10211 KIMBERWICK DR	LITTLETON	CO	80125-7942	000000000000		U202459	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	520	0	150	0	0	0										
U202459			RAMPART RANGE CORP PC926		PROPERTY TAX DEPT	10211 KIMBERWICK DR	LITTLETON	CO	80125-7942	000000000000		U202459	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202459			RAMPART RANGE CORP PC926		PROPERTY TAX DEPT	10211 KIMBERWICK DR	LITTLETON	CO	80125-7942	000000000000		U202459	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	210	0	60	0	0	0										
U202459			RAMPART RANGE CORP PC926		PROPERTY TAX DEPT	10211 KIMBERWICK DR	LITTLETON	CO	80125-7942	000000000000		U202459	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1450	0	420	0	0	0										
U202459			RAMPART RANGE CORP PC926		PROPERTY TAX DEPT	10211 KIMBERWICK DR	LITTLETON	CO	80125-7942	000000000000		U202459	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	100	0	30	0	0	0										
U202459			RAMPART RANGE CORP PC926		PROPERTY TAX DEPT	10211 KIMBERWICK DR	LITTLETON	CO	80125-7942	000000000000		U202459	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202408			CRYO TRANS PC702	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202408	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1280	0	370	0	0	0										
U202408			CRYO TRANS PC702	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202408	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	860	0	250	0	0	0										
U202408			CRYO TRANS PC702	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202408	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U202408			CRYO TRANS PC702	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202408	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	280	0	80	0	0	0										
U202408			CRYO TRANS PC702	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202408	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	2240	0	650	0	0	0										
U202408			CRYO TRANS PC702	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202408	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	100	0	30	0	0	0										
U202408			CRYO TRANS PC702	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB442	LAS VEGAS	NV	89134-6245	000000000000		U202408	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202423			GE RAIL SERVICES PC417		PROPERTY TAX DEPT	PO BOX 35715	BILLINGS	MT	59107	000000000000		U202423	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	31380	0	9100	0	0	0										
U202423			GE RAIL SERVICES PC417		PROPERTY TAX DEPT	PO BOX 35715	BILLINGS	MT	59107	000000000000		U202423	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	21100	0	6120	0	0	0										
U202423			GE RAIL SERVICES PC417		PROPERTY TAX DEPT	PO BOX 35715	BILLINGS	MT	59107	000000000000		U202423	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	550	0	160	0	0	0										
U202423			GE RAIL SERVICES PC417		PROPERTY TAX DEPT	PO BOX 35715	BILLINGS	MT	59107	000000000000		U202423	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	7000	0	2030	0	0	0										
U202423			GE RAIL SERVICES PC417		PROPERTY TAX DEPT	PO BOX 35715	BILLINGS	MT	59107	000000000000		U202423	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	54760	0	15880	0	0	0										
U202423			GE RAIL SERVICES PC417		PROPERTY TAX DEPT	PO BOX 35715	BILLINGS	MT	59107	000000000000		U202423	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	2100	0	610	0	0	0										
U202423			GE RAIL SERVICES PC417		PROPERTY TAX DEPT	PO BOX 35715	BILLINGS	MT	59107	000000000000		U202423	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	340	0	100	0	0	0										
U202518			GATX RAIL CANADA PC699		PROPERTY TAX DEPARTMENT	222 W ADAMS ST FL 6	CHICAGO	IL	60606-5312			U202518	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	210	0	60	0	0	0										
U202518			GATX RAIL CANADA PC699		PROPERTY TAX DEPARTMENT	222 W ADAMS ST FL 6	CHICAGO	IL	60606-5312			U202518	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	140	0	40	0	0	0										
U202518			GATX RAIL CANADA PC699		PROPERTY TAX DEPARTMENT	222 W ADAMS ST FL 6	CHICAGO	IL	60606-5312			U202518	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202518			GATX RAIL CANADA PC699		PROPERTY TAX DEPARTMENT	222 W ADAMS ST FL 6	CHICAGO	IL	60606-5312			U202518	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202518			GATX RAIL CANADA PC699		PROPERTY TAX DEPARTMENT	222 W ADAMS ST FL 6	CHICAGO	IL	60606-5312			U202518	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	340	0	100	0	0	0										
U202518			GATX RAIL CANADA PC699		PROPERTY TAX DEPARTMENT	222 W ADAMS ST FL 6	CHICAGO	IL	60606-5312			U202518	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U202518			GATX RAIL CANADA PC699		PROPERTY TAX DEPARTMENT	222 W ADAMS ST FL 6	CHICAGO	IL	60606-5312			U202518	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203718			SMBC RAIL SERVICES PC877	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203718	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	12240	0	3550	0	0	0										
U203718			SMBC RAIL SERVICES PC877	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203718	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	8310	0	2410	0	0	0										
U203718			SMBC RAIL SERVICES PC877	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203718	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	210	0	60	0	0	0										
U203718			SMBC RAIL SERVICES PC877	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203718	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	2830	0	820	0	0	0										
U203718			SMBC RAIL SERVICES PC877	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203718	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	21210	0	6150	0	0	0										
U203718			SMBC RAIL SERVICES PC877	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203718	131																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	860	0	250	0	0	0										
U203718			SMBC RAIL SERVICES PC877	C/O PETER INDURANTE		1930 VILLAGE CENTER CIR STE 3 PMB 442	LAS VEGAS	NV	89134-6245			U203718	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	210	0	60	0	0	0										
U203581			CHEVRON USA PC130		PROPERTY TAX DEPT	PO BOX 285	HOUSTON	TX	77001-0285	000000000000		U203581	134																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													99.004000	8412	STATE ASSESSED-CARLINES									2015	0	100	0	30	0	0	0										
U203581			CHEVRON USA PC130		PROPERTY TAX DEPT	PO BOX 285	HOUSTON	TX	77001-0285	000000000000		U203581	135																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													99.004000	8412	STATE ASSESSED-CARLINES									2015	0	70	0	20	0	0	0										
U203581			CHEVRON USA PC130		PROPERTY TAX DEPT	PO BOX 285	HOUSTON	TX	77001-0285	000000000000		U203581	132																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													99.004000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203581			CHEVRON USA PC130		PROPERTY TAX DEPT	PO BOX 285	HOUSTON	TX	77001-0285	000000000000		U203581	133																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													99.004000	8412	STATE ASSESSED-CARLINES									2015	0	30	0	10	0	0	0										
U203581			CHEVRON USA PC130		PROPERTY TAX DEPT	PO BOX 285	HOUSTON	TX	77001-0285	000000000000		U203581	136																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													99.004000	8412	STATE ASSESSED-CARLINES									2015	0	140	0	40	0	0	0										
U203581			CHEVRON USA PC130		PROPERTY TAX DEPT	PO BOX 285	HOUSTON	TX	77001-0285	000000000000		U203581	130																	 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													99.004000	8412	STATE ASSESSED-CARLINES									2015	0	0	0	0	0	0	0										
U203591			WORKING ASSETS FUNDING TX618		PROPERTY TAX DEPARTMENT	101 MARKET ST STE 700	SAN FRANCISCO	CA	94105-1533	000000000000		U203591	135																	 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													67.773000	8440	STATE ASSESSED - TELEPHONE									2015	0	680	0	200	0	0	0										
U203591			WORKING ASSETS FUNDING TX618		PROPERTY TAX DEPARTMENT	101 MARKET ST STE 700	SAN FRANCISCO	CA	94105-1533	000000000000		U203591	136																	 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													67.773000	8440	STATE ASSESSED - TELEPHONE									2015	0	1020	0	300	0	0	0										
U203761			MCLEODUSA TELECOMM TL368			PO BOX 2629	ADDISON	TX	75001-2629			U203761	135																	 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													67.773000	8440	STATE ASSESSED - TELEPHONE									2015	0	410	0	120	0	0	0										
U203761			MCLEODUSA TELECOMM TL368			PO BOX 2629	ADDISON	TX	75001-2629			U203761	136																	 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													67.773000	8440	STATE ASSESSED - TELEPHONE									2015	0	620	0	180	0	0	0										
U202720			UNION TANK CAR CO PC284		PROPERTY TAX DEPT	175 W JACKSON BLVD	CHICAGO	IL	60604-2615	000000000000		U202720	134					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	21830	0	6330	0	0	0										
U202720			UNION TANK CAR CO PC284		PROPERTY TAX DEPT	175 W JACKSON BLVD	CHICAGO	IL	60604-2615	000000000000		U202720	135					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	14690	0	4260	0	0	0										
U202720			UNION TANK CAR CO PC284		PROPERTY TAX DEPT	175 W JACKSON BLVD	CHICAGO	IL	60604-2615	000000000000		U202720	132					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	450	0	130	0	0	0										
U202720			UNION TANK CAR CO PC284		PROPERTY TAX DEPT	175 W JACKSON BLVD	CHICAGO	IL	60604-2615	000000000000		U202720	133					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	4860	0	1410	0	0	0										
U202720			UNION TANK CAR CO PC284		PROPERTY TAX DEPT	175 W JACKSON BLVD	CHICAGO	IL	60604-2615	000000000000		U202720	136					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	38240	0	11090	0	0	0										
U202720			UNION TANK CAR CO PC284		PROPERTY TAX DEPT	175 W JACKSON BLVD	CHICAGO	IL	60604-2615	000000000000		U202720	131					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	1450	0	420	0	0	0										
U202720			UNION TANK CAR CO PC284		PROPERTY TAX DEPT	175 W JACKSON BLVD	CHICAGO	IL	60604-2615	000000000000		U202720	130					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	210	0	60	0	0	0										
U202680			AMERICAN RAILCAR LEASING PC418	C/O ARI TAX DEPT		100 CLARK ST	SAINT CHARLES	MO	63301-2075	000000000000		U202680	134					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	11660	0	3380	0	0	0										
U202680			AMERICAN RAILCAR LEASING PC418	C/O ARI TAX DEPT		100 CLARK ST	SAINT CHARLES	MO	63301-2075	000000000000		U202680	135					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	7900	0	2290	0	0	0										
U202680			AMERICAN RAILCAR LEASING PC418	C/O ARI TAX DEPT		100 CLARK ST	SAINT CHARLES	MO	63301-2075	000000000000		U202680	132					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	210	0	60	0	0	0										
U202680			AMERICAN RAILCAR LEASING PC418	C/O ARI TAX DEPT		100 CLARK ST	SAINT CHARLES	MO	63301-2075	000000000000		U202680	133					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	2620	0	760	0	0	0										
U202680			AMERICAN RAILCAR LEASING PC418	C/O ARI TAX DEPT		100 CLARK ST	SAINT CHARLES	MO	63301-2075	000000000000		U202680	136					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	20690	0	6000	0	0	0										
U202680			AMERICAN RAILCAR LEASING PC418	C/O ARI TAX DEPT		100 CLARK ST	SAINT CHARLES	MO	63301-2075	000000000000		U202680	131					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	860	0	250	0	0	0										
U202680			AMERICAN RAILCAR LEASING PC418	C/O ARI TAX DEPT		100 CLARK ST	SAINT CHARLES	MO	63301-2075	000000000000		U202680	130					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	210	0	60	0	0	0										
U203647			LEVEL 3 COMMUNICATIONS TL500		PROPERTY TAX DEPARTMENT	1025 ELDORADO BLVD	BROOMFIELD	CO	80021-8869			U203647	135																	 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													67.773000	8440	STATE ASSESSED - TELEPHONE									2015	0	27640	0	8020	0	0	0										
U203647			LEVEL 3 COMMUNICATIONS TL500		PROPERTY TAX DEPARTMENT	1025 ELDORADO BLVD	BROOMFIELD	CO	80021-8869			U203647	136																	 Subd: STATE ASSESSED UTILITIES 				0	8998	STATE ASSESSED UTILITIES													67.773000	8440	STATE ASSESSED - TELEPHONE									2015	0	34060	0	9880	0	0	0										
U202640			PUBLIC SERVICE COMPANY OF COLORADO PC241		TAX DEPT PSCO	PO BOX 1979	DENVER	CO	80201-1979	000000000000		U202640	134					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	264140	0	76600	0	0	0										
U202640			PUBLIC SERVICE COMPANY OF COLORADO PC241		TAX DEPT PSCO	PO BOX 1979	DENVER	CO	80201-1979	000000000000		U202640	135					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	194620	0	56440	0	0	0										
U202640			PUBLIC SERVICE COMPANY OF COLORADO PC241		TAX DEPT PSCO	PO BOX 1979	DENVER	CO	80201-1979	000000000000		U202640	132					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	5140	0	1490	0	0	0										
U202640			PUBLIC SERVICE COMPANY OF COLORADO PC241		TAX DEPT PSCO	PO BOX 1979	DENVER	CO	80201-1979	000000000000		U202640	133					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	61280	0	17770	0	0	0										
U202640			PUBLIC SERVICE COMPANY OF COLORADO PC241		TAX DEPT PSCO	PO BOX 1979	DENVER	CO	80201-1979	000000000000		U202640	136					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	478860	0	138870	0	0	0										
U202640			PUBLIC SERVICE COMPANY OF COLORADO PC241		TAX DEPT PSCO	PO BOX 1979	DENVER	CO	80201-1979	000000000000		U202640	131					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	18550	0	5380	0	0	0										
U202640			PUBLIC SERVICE COMPANY OF COLORADO PC241		TAX DEPT PSCO	PO BOX 1979	DENVER	CO	80201-1979	000000000000		U202640	130					00000												 Subd: STATE ASSESSED PRIVATE CARLINES 				0	8999	STATE ASSESSED PRIVATE CARLINES													110.954000	8412	STATE ASSESSED-CARLINES									2015	0	2590	0	750	0	0	0										
